"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","County"
"1787","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500658","Sample-Routine","Water","Surface Water","2015-08-26","13:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400080 X=time on btls is 120","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",17,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-02","","",NA,"",NA,"NWIS","Wayne"
"1788","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500656","Sample-Routine","Water","Surface Water","2015-08-26","13:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400078 X=time on btls is 110","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",17.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-02","","",NA,"",NA,"NWIS","Wayne"
"1789","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500671","Sample-Routine","Water","Surface Water","2015-08-26","15:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400094 X=time on btls is 320","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",10.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-04","","",NA,"",NA,"NWIS","Wayne"
"1790","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500661","Sample-Routine","Water","Surface Water","2015-08-26","14:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400084 X=time on btls is 205","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",10.6,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-02","","",NA,"",NA,"NWIS","Wayne"
"1791","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500666","Sample-Routine","Water","Surface Water","2015-08-26","14:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400089 X=time on btls is 230","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",10.9,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-04","","",NA,"",NA,"NWIS","Wayne"
"1792","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500669","Sample-Routine","Water","Surface Water","2015-08-26","15:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400092 X=time on btls is 310","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",10.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-04","","",NA,"",NA,"NWIS","Wayne"
"1793","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500670","Sample-Routine","Water","Surface Water","2015-08-26","15:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400093 X=time on btls is 315","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",10.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-04","","",NA,"",NA,"NWIS","Wayne"
"1794","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500653","Sample-Routine","Water","Surface Water","2015-08-26","12:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",16.6,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-02","","",NA,"",NA,"NWIS","Wayne"
"1795","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500654","Sample-Routine","Water","Surface Water","2015-08-26","13:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400076 X=time on btls is 100","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",17,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-02","","",NA,"",NA,"NWIS","Wayne"
"1796","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01600038","Sample-Routine","Water","Surface Water","2015-10-21","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","50","USGS parameter code 82398","Point sample","US DH-2 Bag Sampler","","Chloride","Dissolved",9.51,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-10-30","","",NA,"",NA,"NWIS","Wayne"
"1797","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500660","Sample-Routine","Water","Surface Water","2015-08-26","14:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-2400083 X=time on btls is 200","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",10.6,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-02","","",NA,"",NA,"NWIS","Wayne"
"1798","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500742","Sample-Routine","Water","Surface Water","2015-09-23","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","50","USGS parameter code 82398","Point sample","US DH-2 Bag Sampler","","Chloride","Dissolved",10.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-10-01","","",NA,"",NA,"NWIS","Wayne"
"1799","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500743","Sample-Routine","Water","Surface Water","2015-09-01","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler","","Chloride","Dissolved",12.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-05","","",NA,"",NA,"NWIS","Wayne"
"1800","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500744","Sample-Routine","Water","Surface Water","2015-09-01","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","50","USGS parameter code 82398","Point sample","US DH-2 Bag Sampler","","Chloride","Dissolved",11.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-09-05","","",NA,"",NA,"NWIS","Wayne"
"1801","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500745","Sample-Routine","Water","Surface Water","2015-08-12","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler","","Chloride","Dissolved",12.3,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-08-21","","",NA,"",NA,"NWIS","Wayne"
"1802","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500256","Sample-Routine","Water","Surface Water","2015-04-09","10:00:00","EDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1030064 Received April 10, 2015","","Stable, normal stage","Not applicable","55","USGS parameter code 82398","Composite - Multiple point samples","US DH-2 Bag Sampler","","Chloride","Dissolved",19.6,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-04-15","","",NA,"",NA,"NWIS","Wayne"
"1803","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500740","Sample-Routine","Water","Surface Water","2015-09-30","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","50","USGS parameter code 82398","Point sample","US DH-2 Bag Sampler","","Chloride","Dissolved",10.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-10-08","","",NA,"",NA,"NWIS","Wayne"
"1804","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500739","Sample-Routine","Water","Surface Water","2015-09-30","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler","","Chloride","Dissolved",11.7,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-10-08","","",NA,"",NA,"NWIS","Wayne"
"1805","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500746","Sample-Routine","Water","Surface Water","2015-08-12","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","50","USGS parameter code 82398","Point sample","US DH-2 Bag Sampler","","Chloride","Dissolved",11.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-08-21","","",NA,"",NA,"NWIS","Wayne"
"1806","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500741","Sample-Routine","Water","Surface Water","2015-09-23","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler","","Chloride","Dissolved",11.6,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-10-01","","",NA,"",NA,"NWIS","Wayne"
"1807","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500315","Sample-Routine","Water","Surface Water","2015-05-29","14:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530145 X=time on bottles is 210","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",12.8,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","","",NA,"",NA,"NWIS","Wayne"
"1808","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500317","Sample-Routine","Water","Surface Water","2015-05-29","14:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530147 X=time on bottles is 220","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",12.8,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","","",NA,"",NA,"NWIS","Wayne"
"1809","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500324","Sample-Routine","Water","Surface Water","2015-05-29","15:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530184 X=time on bottles is 3:20","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",11.5,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1810","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500303","Sample-Routine","Water","Surface Water","2015-05-29","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Not applicable","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler","","Chloride","Dissolved",13,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1811","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500309","Sample-Routine","Water","Surface Water","2015-05-29","13:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530170 X=time on bottles is 110","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",15.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1812","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500312","Sample-Routine","Water","Surface Water","2015-05-29","13:25:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530167 X=time on bottles is 125","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",15.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1813","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500313","Sample-Routine","Water","Surface Water","2015-05-29","14:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530143 X=time on bottles is 200","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",12.8,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","","",NA,"",NA,"NWIS","Wayne"
"1814","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500314","Sample-Routine","Water","Surface Water","2015-05-29","14:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530144 X=time on bottles is 205","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",12.8,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","","",NA,"",NA,"NWIS","Wayne"
"1815","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500304","Sample-Routine","Water","Surface Water","2015-05-29","12:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",17.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1816","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500310","Sample-Routine","Water","Surface Water","2015-05-29","13:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530169 X=time on bottles is 115","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",15.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1817","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500318","Sample-Routine","Water","Surface Water","2015-05-29","14:25:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530148 X=time on bottles is 225   Sta id on WCA is 68640","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",12.8,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","","",NA,"",NA,"NWIS","Wayne"
"1818","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500319","Sample-Routine","Water","Surface Water","2015-05-29","14:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530149 X=time on bottles is 230","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",12.9,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","","",NA,"",NA,"NWIS","Wayne"
"1819","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500320","Sample-Routine","Water","Surface Water","2015-05-29","15:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530181 X=time on bottle is 3:00","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",11.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1820","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500311","Sample-Routine","Water","Surface Water","2015-05-29","13:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530168 X=time on bottles is 120","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",15.3,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1821","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500316","Sample-Routine","Water","Surface Water","2015-05-29","14:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530146 X=time on bottles is 215","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",12.9,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","","",NA,"",NA,"NWIS","Wayne"
"1822","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500321","Sample-Routine","Water","Surface Water","2015-05-29","15:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530180 X=time on bottles is 3:05","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",11.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
