OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600791,Sample-Routine,Water,Surface Water,1975-11-20,10:00:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,170,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97500989,Sample-Routine,Water,Surface Water,1975-06-11,10:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,710,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600805,Sample-Routine,Water,Surface Water,1976-06-11,09:00:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,240,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97600795,Sample-Routine,Water,Surface Water,1976-01-21,11:00:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,30,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700520,Sample-Routine,Water,Surface Water,1976-11-18,11:00:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,1800,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700528,Sample-Routine,Water,Surface Water,1977-04-14,10:00:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,210,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700530,Sample-Routine,Water,Surface Water,1977-05-12,09:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,470,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700524,Sample-Routine,Water,Surface Water,1977-01-26,11:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,320,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800375,Sample-Routine,Water,Surface Water,1977-12-15,11:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,2300,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800379,Sample-Routine,Water,Surface Water,1978-03-15,12:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,110000,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800376,Sample-Routine,Water,Surface Water,1978-01-18,10:45:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,380,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800388,Sample-Routine,Water,Surface Water,1978-08-22,11:15:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,600,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900462,Sample-Routine,Water,Surface Water,1979-03-13,11:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,220,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900460,Sample-Routine,Water,Surface Water,1979-02-06,12:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,240,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900467,Sample-Routine,Water,Surface Water,1979-06-20,09:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,540,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900469,Sample-Routine,Water,Surface Water,1979-07-20,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,1600,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000683,Sample-Routine,Water,Surface Water,1979-10-18,08:40:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,3000,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98000695,Sample-Routine,Water,Surface Water,1980-06-25,09:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,580,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100725,Sample-Routine,Water,Surface Water,1980-12-17,10:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,320,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100729,Sample-Routine,Water,Surface Water,1981-03-25,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,230,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200506,Sample-Routine,Water,Surface Water,1982-01-13,17:00:00,EST,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,410,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100736,Sample-Routine,Water,Surface Water,1981-07-15,14:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,590,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98100738,Sample-Routine,Water,Surface Water,1981-08-20,10:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,720,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98200507,Sample-Routine,Water,Surface Water,1982-03-18,17:45:00,EST,,,,,,,,,,,,,"USGS-Atlanta Central Laboratory, GA",USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,1400,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98400182,Sample-Routine,Water,Surface Water,1984-06-29,10:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,440,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98600351,Sample-Routine,Water,Surface Water,1986-09-18,08:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Falling stage,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,640,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900473,Sample-Routine,Water,Surface Water,1979-09-13,10:45:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,240,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98600349,Sample-Routine,Water,Surface Water,1986-03-26,10:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,1200,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF003,USGS,"Fecal coliform, MF, immediate",,"USGS TWRI 5-A4/1989, p 37",,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98800182,Sample-Routine,Water,Surface Water,1988-06-07,10:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,200,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99000037,Sample-Routine,Water,Surface Water,1989-12-13,13:30:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,4000,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900465,Sample-Routine,Water,Surface Water,1979-05-24,11:00:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,470,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97900463,Sample-Routine,Water,Surface Water,1979-04-19,10:15:00,EST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,280,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800380,Sample-Routine,Water,Surface Water,1978-04-18,11:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,220,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97800384,Sample-Routine,Water,Surface Water,1978-06-13,11:00:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,10000,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97700518,Sample-Routine,Water,Surface Water,1976-10-15,08:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,97,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97500985,Sample-Routine,Water,Surface Water,1975-04-11,09:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,1010,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97500997,Sample-Routine,Water,Surface Water,1975-09-17,08:45:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,17000,cfu/100ml,,Historical,,Estimated,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counts outside acceptable range.,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97500982,Sample-Routine,Water,Surface Water,1975-03-18,12:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,300,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97500994,Sample-Routine,Water,Surface Water,1975-08-12,14:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Present Above Quantification Limit,,Fecal coliforms,,,,,Historical,,Actual,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper Reporting Limit,6000,cfu/100ml,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97500987,Sample-Routine,Water,Surface Water,1975-05-09,09:30:00,EST,,,,,,,,,,,,,,USGS-04165500,,,Not determined,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Fecal coliforms,,230,cfu/100ml,,Historical,,Actual,,,,,,,,,,,31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
