OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400468,Sample-Routine,Water,Surface Water,2014-05-21,13:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,12.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400426,Sample-Routine,Water,Surface Water,2014-04-13,23:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,57.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400438,Sample-Routine,Water,Surface Water,2014-03-28,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,26.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400460,Sample-Routine,Water,Surface Water,2014-05-15,04:05:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400465,Sample-Routine,Water,Surface Water,2014-05-21,03:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400467,Sample-Routine,Water,Surface Water,2014-05-21,05:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400443,Sample-Routine,Water,Surface Water,2014-03-18,20:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,27.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400470,Sample-Routine,Water,Surface Water,2014-05-27,09:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,36.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400409,Sample-Routine,Water,Surface Water,2014-04-04,19:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,47.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400413,Sample-Routine,Water,Surface Water,2014-04-29,11:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,70.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400414,Sample-Routine,Water,Surface Water,2014-04-29,16:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,61.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400417,Sample-Routine,Water,Surface Water,2014-05-02,08:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,54.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400420,Sample-Routine,Water,Surface Water,2014-05-04,16:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,50.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400424,Sample-Routine,Water,Surface Water,2014-04-13,02:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,75.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400321,Sample-Routine,Water,Surface Water,2014-03-12,20:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,38.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400307,Sample-Routine,Water,Surface Water,2014-02-11,11:03:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,91.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400320,Sample-Routine,Water,Surface Water,2014-03-12,15:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,38.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400323,Sample-Routine,Water,Surface Water,2014-03-16,09:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400325,Sample-Routine,Water,Surface Water,2014-03-18,06:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,39.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400698,Sample-Routine,Water,Surface Water,2014-08-20,05:18:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,87.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400699,Sample-Routine,Water,Surface Water,2014-08-20,13:18:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,77.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400700,Sample-Routine,Water,Surface Water,2014-08-20,21:18:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,78.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400694,Sample-Routine,Water,Surface Water,2014-08-13,14:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,48.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400704,Sample-Routine,Water,Surface Water,2014-09-02,14:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,74.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400693,Sample-Routine,Water,Surface Water,2014-08-12,18:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,43.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400701,Sample-Routine,Water,Surface Water,2014-08-27,11:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,71.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400696,Sample-Routine,Water,Surface Water,2014-08-19,17:18:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,57.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400697,Sample-Routine,Water,Surface Water,2014-08-20,01:18:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,115,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400702,Sample-Routine,Water,Surface Water,2014-09-01,18:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,75.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400703,Sample-Routine,Water,Surface Water,2014-09-01,22:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,72.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400612,Sample-Routine,Water,Surface Water,2014-07-08,10:05:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,20.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400616,Sample-Routine,Water,Surface Water,2014-07-08,22:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,15.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400626,Sample-Routine,Water,Surface Water,2014-07-28,12:05:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,93.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400592,Sample-Routine,Water,Surface Water,2014-06-24,19:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,47.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97200802,Sample-Routine,Water,Groundwater,1972-08-11,,,,,,,,,,,,,,,USGS-430704083545201,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1200,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300645,Sample-Routine,Water,Groundwater,1973-05-14,,,,,,,,,,,,,,,USGS-430704083550001,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,725,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97200803,Sample-Routine,Water,Groundwater,1972-08-11,,,,,,,,Below land-surface datum,47,feet,133,feet,,,USGS-430704083550001,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,650,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300646,Sample-Routine,Water,Groundwater,1973-05-14,,,,,,,,,,,,,,,USGS-430704083551301,,Pleistocene Series,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,13.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300647,Sample-Routine,Water,Groundwater,1973-05-14,13:00:00,EDT,,,,,,,,,,,,,USGS-430705083545001,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,4050,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97200804,Sample-Routine,Water,Groundwater,1972-08-11,,,,,,,,,,,,,,,USGS-430705083545001,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,3960,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300648,Sample-Routine,Water,Groundwater,1973-05-14,,,,,,,,,,,,,,,USGS-430705083551301,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,83.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.97300649,Sample-Routine,Water,Groundwater,1973-05-14,12:00:00,EDT,,,,,,,,,,,,,USGS-430705083551801,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,170,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.96900399,Sample-Routine,Water,Groundwater,1969-02-06,,,,,,,,,,,,,,,USGS-430707083492501,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98800217,Sample-Routine,Water,Groundwater,1988-06-23,19:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430710083400801,,Michigan Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,12.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,CL031,USGS,"Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98800134,Sample-Routine,Water,Groundwater,1988-05-18,10:45:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430730083422501,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,180,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,CL031,USGS,"Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98700119,Sample-Routine,Water,Groundwater,1987-07-07,09:05:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430813083450001,,Gravel,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1.2,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,ADF02,USGS,"Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.95400055,Sample-Routine,Water,Groundwater,1954-03-12,,,,,,,,,,,,,,,USGS-430852083484901,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1.5,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.95400056,Sample-Routine,Water,Groundwater,1954-09-16,,,,,,,,,,,,,,,USGS-430852083484901,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,2.5,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98600673,Sample-Routine,Water,Groundwater,1986-08-14,10:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-431000084042901,,Marshall Formation,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,65.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98700114,Sample-Routine,Water,Groundwater,1987-05-07,09:08:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-431022083532801,,Sand and Gravel,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,ADF02,USGS,"Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.95400057,Sample-Routine,Water,Groundwater,1954-03-12,,,,,,,,Below land-surface datum,80,feet,162,feet,,,USGS-431033083533401,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,296,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98800227,Sample-Routine,Water,Groundwater,1988-06-30,09:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-431127083504001,,Saginaw Formation,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,5.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,CL031,USGS,"Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98700120,Sample-Routine,Water,Groundwater,1987-07-07,10:20:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-431227083441301,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,1.1,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,ADF02,USGS,"Chloride, wf, AD thiocyanate","USGS TWRI 5-A1/1989, p 155",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98800160,Sample-Routine,Water,Groundwater,1988-06-07,11:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-431330083504501,,Marshall Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,55000,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,CL031,USGS,"Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98800161,Sample-Routine,Water,Groundwater,1988-06-07,13:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-431330083504502,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,55000,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,CL031,USGS,"Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.98800162,Sample-Routine,Water,Groundwater,1988-06-07,15:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-431330083504503,,Saginaw Formation,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,16000,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,CL031,USGS,"Chloride, wf, ASF thiocyanate","USGS TWRI 5-A1/1989, p 151",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.95400029,Sample-Routine,Water,Surface Water,1954-05-25,,,,,,,,,,,,,,,USGS-04148545,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,36.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.95900012,Sample-Routine,Water,Surface Water,1959-04-02,,,,,,,,,,,,,,,USGS-04148545,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,22.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.95900011,Sample-Routine,Water,Surface Water,1958-10-21,,,,,,,,,,,,,,,USGS-04148545,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,59.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00901050,Sample-Routine,Water,Surface Water,2009-04-21,10:30:00,EST,,,,1.75,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430001083401006,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,70.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 4500-CL E SM""",00940,,,,,,,,,,,2009-04-28,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00901101,Sample-Routine,Water,Surface Water,2009-04-13,11:40:00,EST,,,,46.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-425048083425906,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,83.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 4500-CL E SM""",00940,,,,,,,,,,,2009-04-23,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00901105,Sample-Routine,Water,Surface Water,2009-04-13,12:40:00,EST,,,,29.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-424939083422706,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,85.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 4500-CL E SM""",00940,,,,,,,,,,,2009-04-23,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00901097,Sample-Routine,Water,Surface Water,2009-04-13,13:40:00,EST,,,,17.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-424910083424206,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,86.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 4500-CL E SM""",00940,,,,,,,,,,,2009-04-23,,Lower Reporting Limit,1,mg/l,,NWIS
